tambon_code,dist_city_km,nearest_city,nearest_city_prov
100101,5.944,บางกรวย,นนทบุรี
100102,7.015,บางกรวย,นนทบุรี
100103,6.442,บางกรวย,นนทบุรี
100104,6.583,บางกรวย,นนทบุรี
100105,5.941,บางกรวย,นนทบุรี
100106,6.176,บางกรวย,นนทบุรี
100107,5.898,บางกรวย,นนทบุรี
100108,5.442,บางกรวย,นนทบุรี
100109,5.049,บางกรวย,นนทบุรี
100110,5.617,บางกรวย,นนทบุรี
100111,5.558,บางกรวย,นนทบุรี
100112,4.831,บางกรวย,นนทบุรี
100201,5.588,บางกรวย,นนทบุรี
100202,4.568,บางกรวย,นนทบุรี
100203,6.667,บางกรวย,นนทบุรี
100204,7.083,บางกรวย,นนทบุรี
100206,5.974,บางกรวย,นนทบุรี
100301,24.968,ฉะเชิงเทรา,ฉะเชิงเทรา
100302,22.204,สนั่นรักษ์,ปทุมธานี
100303,15.926,ลาดสวาย,ปทุมธานี
100304,17.35,สนั่นรักษ์,ปทุมธานี
100305,21.161,ลาดสวาย,ปทุมธานี
100306,17.034,ลาดสวาย,ปทุมธานี
100307,24.866,ลาดสวาย,ปทุมธานี
100308,23.385,ฉะเชิงเทรา,ฉะเชิงเทรา
100401,8.405,พระประแดง,สมุทรปราการ
100402,7.222,พระประแดง,สมุทรปราการ
100403,7.562,พระประแดง,สมุทรปราการ
100404,7.57,พระประแดง,สมุทรปราการ
100405,7.895,พระประแดง,สมุทรปราการ
100502,9.704,คูคต,ปทุมธานี
100508,8.514,คูคต,ปทุมธานี
100601,15.759,นนทบุรี,นนทบุรี
100608,14.347,ปู่เจ้าสมิงพราย,สมุทรปราการ
100701,8.283,บางกรวย,นนทบุรี
100702,9.024,บางกรวย,นนทบุรี
100703,9.038,พระประแดง,สมุทรปราการ
100704,8.694,พระประแดง,สมุทรปราการ
100801,7.794,บางกรวย,นนทบุรี
100802,7.391,บางกรวย,นนทบุรี
100803,7.098,บางกรวย,นนทบุรี
100804,6.752,บางกรวย,นนทบุรี
100805,6.429,บางกรวย,นนทบุรี
100905,7.342,ปู่เจ้าสมิงพราย,สมุทรปราการ
100910,5.705,ปู่เจ้าสมิงพราย,สมุทรปราการ
101001,17.498,คูคต,ปทุมธานี
101002,19.636,ลาดสวาย,ปทุมธานี
101101,19.968,ปากน้ำสมุทรปราการ,สมุทรปราการ
101102,20.238,ปู่เจ้าสมิงพราย,สมุทรปราการ
101103,22.595,ปากน้ำสมุทรปราการ,สมุทรปราการ
101104,25.629,ลาดสวาย,ปทุมธานี
101105,26.978,ปากน้ำสมุทรปราการ,สมุทรปราการ
101106,24.451,ฉะเชิงเทรา,ฉะเชิงเทรา
101203,4.402,พระประแดง,สมุทรปราการ
101204,2.586,พระประแดง,สมุทรปราการ
101301,7.636,บางกรวย,นนทบุรี
101302,7.977,บางกรวย,นนทบุรี
101303,8.637,พระประแดง,สมุทรปราการ
101401,9.272,บางกรวย,นนทบุรี
101406,7.907,บางกรวย,นนทบุรี
101501,7.464,บางกรวย,นนทบุรี
101502,8.034,บางกรวย,นนทบุรี
101503,8.778,พระประแดง,สมุทรปราการ
101504,8.089,พระประแดง,สมุทรปราการ
101505,9.17,พระประแดง,สมุทรปราการ
101506,7.345,พระประแดง,สมุทรปราการ
101507,7.191,พระประแดง,สมุทรปราการ
101601,6.623,บางกรวย,นนทบุรี
101602,7.371,บางกรวย,นนทบุรี
101701,12.381,บางกรวย,นนทบุรี
101702,11.848,พระประแดง,สมุทรปราการ
101704,11.676,นนทบุรี,นนทบุรี
101801,8.122,บางกรวย,นนทบุรี
101802,8.59,พระประแดง,สมุทรปราการ
101803,7.106,พระประแดง,สมุทรปราการ
101804,7.83,พระประแดง,สมุทรปราการ
101901,4.043,บางกรวย,นนทบุรี
101902,2.288,บางกรวย,นนทบุรี
101903,4.85,บางกรวย,นนทบุรี
101904,6.184,บางกรวย,นนทบุรี
101905,5.889,บางกรวย,นนทบุรี
101907,7.54,บางกรวย,นนทบุรี
102004,4.987,บางกรวย,นนทบุรี
102005,5.354,บางกรวย,นนทบุรี
102006,3.066,บางกรวย,นนทบุรี
102007,4.534,บางกรวย,นนทบุรี
102009,3.189,บางกรวย,นนทบุรี
102105,14.689,พระประแดง,สมุทรปราการ
102107,13.857,พระประแดง,สมุทรปราการ
102201,10.805,บางกรวย,นนทบุรี
102202,9.411,บางกรวย,นนทบุรี
102206,8.305,บางกรวย,นนทบุรี
102207,7.616,บางกรวย,นนทบุรี
102208,8.643,บางกรวย,นนทบุรี
102209,8.733,บางกรวย,นนทบุรี
102210,7.437,บางกรวย,นนทบุรี
102302,7.426,อ้อมน้อย,สมุทรสาคร
102303,6.04,อ้อมน้อย,สมุทรสาคร
102401,2.9,พระประแดง,สมุทรปราการ
102402,4.853,พระประแดง,สมุทรปราการ
102501,2.718,บางกรวย,นนทบุรี
102502,4.305,บางกรวย,นนทบุรี
102503,2.221,บางกรวย,นนทบุรี
102504,3.795,บางกรวย,นนทบุรี
102601,10.779,บางกรวย,นนทบุรี
102602,10.264,นนทบุรี,นนทบุรี
102701,16.542,คูคต,ปทุมธานี
102704,15.354,คูคต,ปทุมธานี
102705,12.648,คูคต,ปทุมธานี
102801,5.561,พระประแดง,สมุทรปราการ
102802,6.472,พระประแดง,สมุทรปราการ
102803,6.571,พระประแดง,สมุทรปราการ
102901,5.907,นนทบุรี,นนทบุรี
102902,3.795,นนทบุรี,นนทบุรี
103001,5.699,นนทบุรี,นนทบุรี
103002,8.09,นนทบุรี,นนทบุรี
103003,8.842,นนทบุรี,นนทบุรี
103004,8.245,นนทบุรี,นนทบุรี
103005,6.507,นนทบุรี,นนทบุรี
103101,5.688,พระประแดง,สมุทรปราการ
103102,5.833,พระประแดง,สมุทรปราการ
103103,4.319,พระประแดง,สมุทรปราการ
103201,13.977,ปู่เจ้าสมิงพราย,สมุทรปราการ
103202,9.893,ปู่เจ้าสมิงพราย,สมุทรปราการ
103203,11.939,ปากน้ำสมุทรปราการ,สมุทรปราการ
103301,7.492,พระประแดง,สมุทรปราการ
103302,8.245,พระประแดง,สมุทรปราการ
103303,7.41,ปู่เจ้าสมิงพราย,สมุทรปราการ
103401,10.372,ปู่เจ้าสมิงพราย,สมุทรปราการ
103402,9.271,ปู่เจ้าสมิงพราย,สมุทรปราการ
103403,12.098,ปู่เจ้าสมิงพราย,สมุทรปราการ
103501,10.242,พระประแดง,สมุทรปราการ
103502,8.84,พระประแดง,สมุทรปราการ
103503,7.302,พระประแดง,สมุทรปราการ
103504,7.989,พระประแดง,สมุทรปราการ
103602,6.405,บางกะดี,ปทุมธานี
103604,8.154,บางกะดี,ปทุมธานี
103605,5.321,คูคต,ปทุมธานี
103701,7.813,บางกรวย,นนทบุรี
103702,8.964,บางกรวย,นนทบุรี
103703,8.35,บางกรวย,นนทบุรี
103704,10.45,บางกรวย,นนทบุรี
103801,11.603,นนทบุรี,นนทบุรี
103802,10.803,นนทบุรี,นนทบุรี
103901,9.828,พระประแดง,สมุทรปราการ
103902,10.083,ปู่เจ้าสมิงพราย,สมุทรปราการ
103903,8.587,ปู่เจ้าสมิงพราย,สมุทรปราการ
104001,12.964,บางกรวย,นนทบุรี
104002,11.176,อ้อมน้อย,สมุทรสาคร
104003,10.346,อ้อมน้อย,สมุทรสาคร
104004,10.794,อ้อมน้อย,สมุทรสาคร
104101,6.078,นนทบุรี,นนทบุรี
104102,7.499,นนทบุรี,นนทบุรี
104201,2.452,คูคต,ปทุมธานี
104202,5.666,คูคต,ปทุมธานี
104203,5.504,คูคต,ปทุมธานี
104301,14.42,คูคต,ปทุมธานี
104302,13.256,คูคต,ปทุมธานี
104401,17.865,ปู่เจ้าสมิงพราย,สมุทรปราการ
104402,19.041,คูคต,ปทุมธานี
104403,16.891,ปู่เจ้าสมิงพราย,สมุทรปราการ
104501,13.112,นนทบุรี,นนทบุรี
104502,12.183,นนทบุรี,นนทบุรี
104503,14.409,นนทบุรี,นนทบุรี
104504,14.396,ปู่เจ้าสมิงพราย,สมุทรปราการ
104601,8.672,คูคต,ปทุมธานี
104602,11.077,ลาดสวาย,ปทุมธานี
104603,12.546,คูคต,ปทุมธานี
104604,14.127,ลาดสวาย,ปทุมธานี
104605,15.817,ลาดสวาย,ปทุมธานี
104701,5.789,ปู่เจ้าสมิงพราย,สมุทรปราการ
104703,5.076,ปู่เจ้าสมิงพราย,สมุทรปราการ
104801,8.881,อ้อมน้อย,สมุทรสาคร
104802,10.881,บางกรวย,นนทบุรี
104901,4.366,พระประแดง,สมุทรปราการ
104902,6.046,พระประแดง,สมุทรปราการ
105002,10.245,อ้อมน้อย,สมุทรสาคร
105003,12.419,อ้อมน้อย,สมุทรสาคร
105004,12.311,พระประแดง,สมุทรปราการ
105005,12.409,พระประแดง,สมุทรปราการ
110101,0.226,สมุทรปราการ,สมุทรปราการ
110102,4.449,ปู่เจ้าสมิงพราย,สมุทรปราการ
110103,0.917,ปากน้ำสมุทรปราการ,สมุทรปราการ
110104,4.366,สมุทรปราการ,สมุทรปราการ
110108,3.655,แพรกษาใหม่,สมุทรปราการ
110110,1.182,แพรกษาใหม่,สมุทรปราการ
110111,2.419,ปู่เจ้าสมิงพราย,สมุทรปราการ
110112,12.396,แพรกษาใหม่,สมุทรปราการ
110113,2.069,ปู่เจ้าสมิงพราย,สมุทรปราการ
110114,3.038,สมุทรปราการ,สมุทรปราการ
110115,3.407,ปากน้ำสมุทรปราการ,สมุทรปราการ
110116,2.466,ปากน้ำสมุทรปราการ,สมุทรปราการ
110117,3.75,แพรกษาใหม่,สมุทรปราการ
110201,24.232,แพรกษาใหม่,สมุทรปราการ
110202,23.001,ฉะเชิงเทรา,ฉะเชิงเทรา
110203,20.313,ฉะเชิงเทรา,ฉะเชิงเทรา
110204,17.543,แพรกษาใหม่,สมุทรปราการ
110205,21.228,แพรกษาใหม่,สมุทรปราการ
110206,16.643,ฉะเชิงเทรา,ฉะเชิงเทรา
110207,21.147,ฉะเชิงเทรา,ฉะเชิงเทรา
110208,16.591,ฉะเชิงเทรา,ฉะเชิงเทรา
110301,8.614,แพรกษาใหม่,สมุทรปราการ
110302,6.887,ปากน้ำสมุทรปราการ,สมุทรปราการ
110303,9.916,แพรกษาใหม่,สมุทรปราการ
110304,13.889,แพรกษาใหม่,สมุทรปราการ
110308,15.007,ปากน้ำสมุทรปราการ,สมุทรปราการ
110309,18.097,ปากน้ำสมุทรปราการ,สมุทรปราการ
110401,0.188,พระประแดง,สมุทรปราการ
110402,1.231,พระประแดง,สมุทรปราการ
110403,4.488,พระประแดง,สมุทรปราการ
110404,2.833,พระประแดง,สมุทรปราการ
110405,1.901,พระประแดง,สมุทรปราการ
110406,2.745,ปู่เจ้าสมิงพราย,สมุทรปราการ
110407,0.309,ปู่เจ้าสมิงพราย,สมุทรปราการ
110408,3.666,พระประแดง,สมุทรปราการ
110409,5.359,พระประแดง,สมุทรปราการ
110410,4.107,ปู่เจ้าสมิงพราย,สมุทรปราการ
110411,3.046,ปู่เจ้าสมิงพราย,สมุทรปราการ
110412,5.583,ปู่เจ้าสมิงพราย,สมุทรปราการ
110413,1.624,พระประแดง,สมุทรปราการ
110414,2.092,ปู่เจ้าสมิงพราย,สมุทรปราการ
110415,1.286,ปู่เจ้าสมิงพราย,สมุทรปราการ
110501,13.572,สมุทรปราการ,สมุทรปราการ
110502,11.58,พระประแดง,สมุทรปราการ
110503,8.993,สมุทรปราการ,สมุทรปราการ
110504,3.146,สมุทรปราการ,สมุทรปราการ
110505,6.398,สมุทรปราการ,สมุทรปราการ
110601,19.675,แพรกษาใหม่,สมุทรปราการ
110602,21.867,แพรกษาใหม่,สมุทรปราการ
110603,18.555,แพรกษาใหม่,สมุทรปราการ
120101,3.01,นนทบุรี,นนทบุรี
120102,1.359,นนทบุรี,นนทบุรี
120103,2.155,นนทบุรี,นนทบุรี
120104,1.482,นนทบุรี,นนทบุรี
120105,2.168,นนทบุรี,นนทบุรี
120106,3.656,บางกรวย,นนทบุรี
120107,1.65,บางกร่าง,นนทบุรี
120108,1.424,บางกร่าง,นนทบุรี
120109,3.448,บางกร่าง,นนทบุรี
120110,2.682,บางกร่าง,นนทบุรี
120201,0.358,บางกรวย,นนทบุรี
120202,3.175,บางกรวย,นนทบุรี
120203,2.272,บางกรวย,นนทบุรี
120204,2.036,บางกรวย,นนทบุรี
120205,3.191,บางกร่าง,นนทบุรี
120206,5.456,บางกร่าง,นนทบุรี
120207,4.046,บางกรวย,นนทบุรี
120208,7.656,บางกร่าง,นนทบุรี
120209,11.469,บางรักพัฒนา,นนทบุรี
120301,7.654,บางรักพัฒนา,นนทบุรี
120302,4.887,บางรักพัฒนา,นนทบุรี
120303,3.184,บางกร่าง,นนทบุรี
120304,2.875,บางรักพัฒนา,นนทบุรี
120305,9.372,บางรักพัฒนา,นนทบุรี
120306,9.322,พิมลราช,นนทบุรี
120401,0.703,บางบัวทอง,นนทบุรี
120402,3.682,พิมลราช,นนทบุรี
120403,3.808,บางบัวทอง,นนทบุรี
120404,4.755,พิมลราช,นนทบุรี
120405,4.456,พิมลราช,นนทบุรี
120406,5.835,บางบัวทอง,นนทบุรี
120407,0.497,พิมลราช,นนทบุรี
120408,0.344,บางรักพัฒนา,นนทบุรี
120501,8.919,พิมลราช,นนทบุรี
120502,19.535,พิมลราช,นนทบุรี
120503,9.8,พิมลราช,นนทบุรี
120504,21.526,พิมลราช,นนทบุรี
120505,15.243,พิมลราช,นนทบุรี
120506,13.599,พิมลราช,นนทบุรี
120507,9.287,พิมลราช,นนทบุรี
120601,0.87,ปากเกร็ด,นนทบุรี
120602,3.5,ปากเกร็ด,นนทบุรี
120603,5.665,ปากเกร็ด,นนทบุรี
120604,2.582,ปากเกร็ด,นนทบุรี
120605,2.245,ปากเกร็ด,นนทบุรี
120606,2.735,ปากเกร็ด,นนทบุรี
120607,3.623,ปากเกร็ด,นนทบุรี
120608,2.12,ปากเกร็ด,นนทบุรี
120609,2.968,บางบัวทอง,นนทบุรี
120610,5.612,บางคูวัด,ปทุมธานี
120611,3.928,บางบัวทอง,นนทบุรี
120612,5.233,ปากเกร็ด,นนทบุรี
130101,0.352,ปทุมธานี,ปทุมธานี
130102,2.327,บางกะดี,ปทุมธานี
130103,2.508,บางกะดี,ปทุมธานี
130104,3.473,ปทุมธานี,ปทุมธานี
130105,3.545,ปทุมธานี,ปทุมธานี
130106,2.897,บางคูวัด,ปทุมธานี
130107,0.622,บางคูวัด,ปทุมธานี
130108,4.504,ปทุมธานี,ปทุมธานี
130109,3.68,บางคูวัด,ปทุมธานี
130110,6.771,ท่าโขลง,ปทุมธานี
130111,3.826,บางกะดี,ปทุมธานี
130112,0.621,บางกะดี,ปทุมธานี
130113,4.845,บางกะดี,ปทุมธานี
130114,4.98,บางกะดี,ปทุมธานี
130201,2.33,ท่าโขลง,ปทุมธานี
130202,1.664,คลองหลวง,ปทุมธานี
130203,3.147,คลองหลวง,ปทุมธานี
130204,5.811,คลองหลวง,ปทุมธานี
130205,8.505,คลองหลวง,ปทุมธานี
130206,11.241,คลองหลวง,ปทุมธานี
130207,13.355,คลองหลวง,ปทุมธานี
130301,0.395,รังสิต,ปทุมธานี
130302,2.077,บึงยี่โถ,ปทุมธานี
130303,7.442,ลาดสวาย,ปทุมธานี
130304,10.773,สนั่นรักษ์,ปทุมธานี
130305,5.443,สนั่นรักษ์,ปทุมธานี
130306,1.332,สนั่นรักษ์,ปทุมธานี
130401,6.767,สนั่นรักษ์,ปทุมธานี
130402,10.152,สนั่นรักษ์,ปทุมธานี
130403,15.146,สนั่นรักษ์,ปทุมธานี
130404,15.034,สนั่นรักษ์,ปทุมธานี
130405,6.582,สนั่นรักษ์,ปทุมธานี
130406,16.64,สนั่นรักษ์,ปทุมธานี
130407,16.872,สนั่นรักษ์,ปทุมธานี
130501,15.376,พิมลราช,นนทบุรี
130502,10.233,พิมลราช,นนทบุรี
130503,8.177,ปทุมธานี,ปทุมธานี
130504,12.352,ปทุมธานี,ปทุมธานี
130505,6.621,บางคูวัด,ปทุมธานี
130506,18.242,ปทุมธานี,ปทุมธานี
130507,13.956,พิมลราช,นนทบุรี
130601,1.775,คูคต,ปทุมธานี
130602,1.377,ลาดสวาย,ปทุมธานี
130603,4.398,ลาดสวาย,ปทุมธานี
130604,9.293,ลาดสวาย,ปทุมธานี
130605,11.132,สนั่นรักษ์,ปทุมธานี
130606,11.034,สนั่นรักษ์,ปทุมธานี
130607,4.653,สนั่นรักษ์,ปทุมธานี
130608,11.154,สนั่นรักษ์,ปทุมธานี
130701,9.646,ปทุมธานี,ปทุมธานี
130702,10.489,ปทุมธานี,ปทุมธานี
130703,4.704,ปทุมธานี,ปทุมธานี
130704,3.926,ปทุมธานี,ปทุมธานี
130705,3.894,ปทุมธานี,ปทุมธานี
130706,6.633,ท่าโขลง,ปทุมธานี
130707,7.291,ท่าโขลง,ปทุมธานี
130708,8.12,ปทุมธานี,ปทุมธานี
130709,6.553,ท่าโขลง,ปทุมธานี
130710,10.001,ปทุมธานี,ปทุมธานี
130711,11.407,ปทุมธานี,ปทุมธานี
140101,3.723,อโยธยา,พระนครศรีอยุธยา
140102,2.669,อโยธยา,พระนครศรีอยุธยา
140103,1.684,อโยธยา,พระนครศรีอยุธยา
140104,1.213,อโยธยา,พระนครศรีอยุธยา
140105,2.973,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140106,1.238,อโยธยา,พระนครศรีอยุธยา
140107,8.745,อโยธยา,พระนครศรีอยุธยา
140108,4.407,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140109,3.819,อโยธยา,พระนครศรีอยุธยา
140110,2.866,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140111,5.009,อโยธยา,พระนครศรีอยุธยา
140112,4.766,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140113,1.747,อโยธยา,พระนครศรีอยุธยา
140114,3.426,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140115,6.611,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140116,1.276,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140117,3.687,อโยธยา,พระนครศรีอยุธยา
140118,2.114,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140119,5.29,อโยธยา,พระนครศรีอยุธยา
140120,6.633,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140121,6.746,อโยธยา,พระนครศรีอยุธยา
140201,21.618,สระบุรี,สระบุรี
140202,18.887,สระบุรี,สระบุรี
140203,16.189,สระบุรี,สระบุรี
140204,24.752,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140205,21.761,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140206,20.1,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140207,19.228,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140208,18.177,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140209,19.343,สระบุรี,สระบุรี
140210,21.571,สระบุรี,สระบุรี
140301,11.159,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140302,17.243,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140303,3.793,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140304,12.158,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140305,7.934,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140306,9.888,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140307,12.596,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140308,14.299,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140309,8.341,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140310,5.815,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140311,16.282,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140312,15.88,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140400,11.196,ท่าโขลง,ปทุมธานี
140401,17.633,เสนา,พระนครศรีอยุธยา
140402,14.867,เสนา,พระนครศรีอยุธยา
140403,18.079,เสนา,พระนครศรีอยุธยา
140404,16.023,เสนา,พระนครศรีอยุธยา
140405,6.734,เสนา,พระนครศรีอยุธยา
140406,5.795,เสนา,พระนครศรีอยุธยา
140407,8.16,เสนา,พระนครศรีอยุธยา
140408,9.418,เสนา,พระนครศรีอยุธยา
140409,8.067,เสนา,พระนครศรีอยุธยา
140410,12.736,เสนา,พระนครศรีอยุธยา
140411,10.964,เสนา,พระนครศรีอยุธยา
140412,14.333,เสนา,พระนครศรีอยุธยา
140413,10.807,เสนา,พระนครศรีอยุธยา
140414,12.486,เสนา,พระนครศรีอยุธยา
140415,16.19,เสนา,พระนครศรีอยุธยา
140416,18.239,ปทุมธานี,ปทุมธานี
140417,15.339,ปทุมธานี,ปทุมธานี
140418,12.205,เสนา,พระนครศรีอยุธยา
140419,15.829,ท่าโขลง,ปทุมธานี
140420,13.817,ท่าโขลง,ปทุมธานี
140422,8.4,ท่าโขลง,ปทุมธานี
140423,13.444,ปทุมธานี,ปทุมธานี
140501,11.084,เสนา,พระนครศรีอยุธยา
140502,10.737,เสนา,พระนครศรีอยุธยา
140503,10.907,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140504,10.051,เสนา,พระนครศรีอยุธยา
140505,8.47,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140506,8.194,เสนา,พระนครศรีอยุธยา
140507,6.309,เสนา,พระนครศรีอยุธยา
140508,8.672,เสนา,พระนครศรีอยุธยา
140509,3.883,เสนา,พระนครศรีอยุธยา
140510,6.027,เสนา,พระนครศรีอยุธยา
140511,7.186,เสนา,พระนครศรีอยุธยา
140512,8.772,เสนา,พระนครศรีอยุธยา
140513,8.823,ผักไห่,พระนครศรีอยุธยา
140514,7.772,ผักไห่,พระนครศรีอยุธยา
140515,11.215,ผักไห่,พระนครศรีอยุธยา
140516,11.707,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140600,11.419,อโยธยา,พระนครศรีอยุธยา
140601,14.483,อโยธยา,พระนครศรีอยุธยา
140602,8.564,ท่าโขลง,ปทุมธานี
140603,10.341,อโยธยา,พระนครศรีอยุธยา
140604,6.626,อโยธยา,พระนครศรีอยุธยา
140605,12.593,ท่าโขลง,ปทุมธานี
140606,13.958,ท่าโขลง,ปทุมธานี
140607,12.243,อโยธยา,พระนครศรีอยุธยา
140608,12.602,อโยธยา,พระนครศรีอยุธยา
140609,9.997,อโยธยา,พระนครศรีอยุธยา
140610,10.459,อโยธยา,พระนครศรีอยุธยา
140611,15.509,ท่าโขลง,ปทุมธานี
140612,16.254,อโยธยา,พระนครศรีอยุธยา
140613,14.425,อโยธยา,พระนครศรีอยุธยา
140614,8.316,อโยธยา,พระนครศรีอยุธยา
140615,12.462,อโยธยา,พระนครศรีอยุธยา
140616,12.064,อโยธยา,พระนครศรีอยุธยา
140618,7.746,อโยธยา,พระนครศรีอยุธยา
140701,9.263,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140702,4.432,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140703,6.506,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140704,12.745,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140705,13.121,อ่างทอง,อ่างทอง
140706,13.579,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140707,11.169,อ่างทอง,อ่างทอง
140708,11.962,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140709,13.676,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140710,13.374,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140711,12.679,อ่างทอง,อ่างทอง
140712,8.867,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140713,10.217,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140714,6.014,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140715,7.607,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140716,14.074,อ่างทอง,อ่างทอง
140717,15.852,อ่างทอง,อ่างทอง
140801,1.635,ผักไห่,พระนครศรีอยุธยา
140802,1.199,ผักไห่,พระนครศรีอยุธยา
140803,5.745,ผักไห่,พระนครศรีอยุธยา
140804,3.367,ผักไห่,พระนครศรีอยุธยา
140805,2.18,ผักไห่,พระนครศรีอยุธยา
140806,5.757,ผักไห่,พระนครศรีอยุธยา
140807,9.617,ผักไห่,พระนครศรีอยุธยา
140808,10.367,ผักไห่,พระนครศรีอยุธยา
140809,5.343,ผักไห่,พระนครศรีอยุธยา
140810,7.327,ผักไห่,พระนครศรีอยุธยา
140811,4.68,ผักไห่,พระนครศรีอยุธยา
140812,4.602,ผักไห่,พระนครศรีอยุธยา
140813,5.289,ผักไห่,พระนครศรีอยุธยา
140814,4.782,ผักไห่,พระนครศรีอยุธยา
140815,2.952,ผักไห่,พระนครศรีอยุธยา
140816,3.66,ผักไห่,พระนครศรีอยุธยา
140901,17.546,อโยธยา,พระนครศรีอยุธยา
140902,17.436,อโยธยา,พระนครศรีอยุธยา
140903,20.328,อโยธยา,พระนครศรีอยุธยา
140904,19.225,สระบุรี,สระบุรี
140905,20.233,สระบุรี,สระบุรี
140906,17.122,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140907,13.213,อโยธยา,พระนครศรีอยุธยา
140908,12.489,พระนครศรีอยุธยา,พระนครศรีอยุธยา
141001,17.757,เสนา,พระนครศรีอยุธยา
141002,21.666,เสนา,พระนครศรีอยุธยา
141003,22.634,เสนา,พระนครศรีอยุธยา
141004,18.803,เสนา,พระนครศรีอยุธยา
141005,18.014,ปทุมธานี,ปทุมธานี
141006,15.587,เสนา,พระนครศรีอยุธยา
141007,22.149,เสนา,พระนครศรีอยุธยา
141101,16.589,อโยธยา,พระนครศรีอยุธยา
141102,16.68,อโยธยา,พระนครศรีอยุธยา
141103,14.918,ท่าโขลง,ปทุมธานี
141104,14.129,ท่าโขลง,ปทุมธานี
141105,25.356,อโยธยา,พระนครศรีอยุธยา
141106,9.342,ท่าโขลง,ปทุมธานี
141107,20.702,อโยธยา,พระนครศรีอยุธยา
141108,21.269,ท่าโขลง,ปทุมธานี
141109,21.101,สนั่นรักษ์,ปทุมธานี
141110,22.197,อโยธยา,พระนครศรีอยุธยา
141201,0.598,เสนา,พระนครศรีอยุธยา
141202,2.069,เสนา,พระนครศรีอยุธยา
141203,4.126,เสนา,พระนครศรีอยุธยา
141204,2.717,เสนา,พระนครศรีอยุธยา
141205,4.854,เสนา,พระนครศรีอยุธยา
141206,4.81,เสนา,พระนครศรีอยุธยา
141207,10.687,เสนา,พระนครศรีอยุธยา
141208,2.701,เสนา,พระนครศรีอยุธยา
141209,4.798,เสนา,พระนครศรีอยุธยา
141210,7.021,เสนา,พระนครศรีอยุธยา
141211,6.714,เสนา,พระนครศรีอยุธยา
141212,10.05,เสนา,พระนครศรีอยุธยา
141213,10.005,เสนา,พระนครศรีอยุธยา
141214,6.995,เสนา,พระนครศรีอยุธยา
141215,14.758,เสนา,พระนครศรีอยุธยา
141216,5.791,เสนา,พระนครศรีอยุธยา
141217,3.941,เสนา,พระนครศรีอยุธยา
141301,13.167,เสนา,พระนครศรีอยุธยา
141302,8.812,เสนา,พระนครศรีอยุธยา
141303,9.559,เสนา,พระนครศรีอยุธยา
141304,10.678,ผักไห่,พระนครศรีอยุธยา
141305,19.225,เสนา,พระนครศรีอยุธยา
141306,13.802,เสนา,พระนครศรีอยุธยา
141401,6.691,อโยธยา,พระนครศรีอยุธยา
141402,11.202,อโยธยา,พระนครศรีอยุธยา
141403,15.413,อโยธยา,พระนครศรีอยุธยา
141404,13.676,อโยธยา,พระนครศรีอยุธยา
141405,17.717,อโยธยา,พระนครศรีอยุธยา
141406,8.361,อโยธยา,พระนครศรีอยุธยา
141407,11.749,อโยธยา,พระนครศรีอยุธยา
141408,14.744,อโยธยา,พระนครศรีอยุธยา
