PROV_CODE,PROV_NAM_T,AMP_CODE,AMPHOE_T,TAM_CODE,TAM_NAM_T,tambon_area_rai,share_agriculture,share_forest,share_urban,share_water,share_misc,dominant_landuse,dominant_subtype,dominant_subtype_code,landuse_hhi,landuse_diversity,dominant_landuse_map
15,จ.อ่างทอง,01,อ.เมืองอ่างทอง,13,ต.คลองวัว,7382.2711918522555,0.7816623873414585,0.0,0.1277031611723955,0.050636613995486225,0.03999783749065973,agriculture,,,0.6314680788386283,0.3685319211613717,agriculture
15,จ.อ่างทอง,01,อ.เมืองอ่างทอง,02,ต.บางแก้ว,607.4351453877919,0.06863091651929723,0.0,0.7344156406227783,0.13601185611196678,0.0609415867459578,urban,,,0.566289637891782,0.433710362108218,urban
15,จ.อ่างทอง,07,อ.สามโก้,04,ต.โพธิ์ม่วงพันธ์,8524.580886474465,0.8274572324754251,0.0,0.13994644425686334,0.026317462026822554,0.006278861240889002,agriculture,,,0.7050025117420448,0.29499748825795524,agriculture
15,จ.อ่างทอง,05,อ.แสวงหา,06,ต.ห้วยไผ่,7133.053034561529,0.8270231882914549,0.0,0.14141583875219002,0.02702623507349311,0.004534737882861987,agriculture,,,0.7047167746516626,0.2952832253483374,agriculture
15,จ.อ่างทอง,05,อ.แสวงหา,05,ต.สีบัวทอง,24651.19003801382,0.8494972398131748,0.0,0.10078810725940067,0.04701383896224145,0.0027008139651830236,agriculture,,,0.7340213984651772,0.2659786015348228,agriculture
15,จ.อ่างทอง,05,อ.แสวงหา,01,ต.แสวงหา,19562.355598988892,0.7822330490700051,0.0,0.1347964276976664,0.027174161545658673,0.055796361686669724,agriculture,,,0.6339102890105885,0.36608971098941145,agriculture
14,จ.พระนครศรีอยุธยา,07,อ.บางปะหัน,17,ต.บ้านขล้อ,7611.824816766899,0.7715408514076791,0.0,0.10068383733628596,0.1040810078099933,0.02369430344604163,agriculture,,,0.6168067966941831,0.38319320330581685,agriculture
14,จ.พระนครศรีอยุธยา,02,อ.ท่าเรือ,05,ต.ศาลาลอย,5691.287082571872,0.6350480887535852,0.0,0.22837127694900056,0.06935465938449181,0.06722597491292244,agriculture,,,0.46476891564623035,0.5352310843537696,agriculture
14,จ.พระนครศรีอยุธยา,03,อ.นครหลวง,12,ต.พระนอน,12325.376771579526,0.8137414486682298,0.0,0.10333167099349856,0.06198206644110558,0.020944813897165956,agriculture,,,0.6771330413004745,0.32286695869952553,agriculture
14,จ.พระนครศรีอยุธยา,03,อ.นครหลวง,02,ต.ท่าช้าง,7929.000878361819,0.7219236598928553,0.0,0.16757005668168526,0.0528670292520489,0.05763925417341049,agriculture,,,0.5553707010130023,0.44462929898699766,agriculture
14,จ.พระนครศรีอยุธยา,15,อ.มหาราช,12,ต.บ้านใหม่,4177.374652722916,0.49650795868665554,0.0,0.244194734811456,0.15967478509418992,0.09962252140769864,agriculture,,,0.34157190531533005,0.6584280946846699,agriculture
14,จ.พระนครศรีอยุธยา,15,อ.มหาราช,01,ต.หัวไผ่,4067.40891278361,0.3828753884615604,0.0,0.3837304654912424,0.13027309479595353,0.10312105125124373,urban,,,0.3214476636745935,0.6785523363254065,urban
14,จ.พระนครศรีอยุธยา,07,อ.บางปะหัน,16,ต.ตาลเอน,4810.231663232747,0.8216343302797532,0.0,0.12497528454874401,0.04815908216885823,0.005231303002644572,agriculture,,,0.6930484581687504,0.3069515418312496,agriculture
14,จ.พระนครศรีอยุธยา,02,อ.ท่าเรือ,09,ต.หนองขนาก,11244.312773584861,0.7915622705790258,0.0,0.16045541688682988,0.031945671177761925,0.016036641356382435,agriculture,,,0.6535944687855402,0.3464055312144598,agriculture
14,จ.พระนครศรีอยุธยา,02,อ.ท่าเรือ,07,ต.โพธิ์เอน,3936.742976751582,0.6846465734870072,0.0,0.23665977913436556,0.05605891627121936,0.022634731107407963,agriculture,,,0.5284037147932349,0.4715962852067651,agriculture
14,จ.พระนครศรีอยุธยา,07,อ.บางปะหัน,07,ต.หันสัง,4882.845878920823,0.511412132439109,0.0,0.3733655998712288,0.04813195386988598,0.06709031381977627,agriculture,,,0.4077620355648882,0.5922379644351118,agriculture
14,จ.พระนครศรีอยุธยา,07,อ.บางปะหัน,05,ต.ทางกลาง,4262.388524211452,0.6894879794061471,0.0,0.17606592921147204,0.07469589921696047,0.05975019216542042,agriculture,,,0.5155424479983056,0.4844575520016944,agriculture
14,จ.พระนครศรีอยุธยา,02,อ.ท่าเรือ,08,ต.ปากท่า,4702.183544263799,0.7452371627164366,0.0,0.15665952591958357,0.06494902559204416,0.03315428577193567,agriculture,,,0.5852382183453965,0.41476178165460353,agriculture
14,จ.พระนครศรีอยุธยา,03,อ.นครหลวง,08,ต.แม่ลา,5345.2396688232475,0.7295930773592993,0.0,0.12552201497893983,0.07705483621165705,0.06783007145010365,agriculture,,,0.5586002011515172,0.4413997988484828,agriculture
14,จ.พระนครศรีอยุธยา,07,อ.บางปะหัน,06,ต.บางเพลิง,4635.5284171864105,0.6788012737959593,0.0,0.20370802699276883,0.07788551326463561,0.039605185946636305,agriculture,,,0.5099028534986669,0.49009714650133307,agriculture
14,จ.พระนครศรีอยุธยา,03,อ.นครหลวง,07,ต.บางพระครู,5759.827994957456,0.37150374382921886,0.0,0.41782844445442174,0.07097629512321388,0.13969151659314558,urban,,,0.3371469949518383,0.6628530050481617,urban
14,จ.พระนครศรีอยุธยา,08,อ.ผักไห่,11,ต.โคกช้าง,2731.4264401976034,0.7739681531595203,0.0,0.17251024665704293,0.05272097224360404,0.0008006279398327009,agriculture,,,0.6315666292262413,0.3684333707737587,agriculture
14,จ.พระนครศรีอยุธยา,07,อ.บางปะหัน,11,ต.บ้านม้า,3202.5582905149286,0.587897785891117,0.0,0.2762277641427206,0.07103013551367465,0.06484431445248778,agriculture,,,0.43117564960686816,0.5688243503931318,agriculture
14,จ.พระนครศรีอยุธยา,08,อ.ผักไห่,03,ต.บ้านแค,4068.918060063666,0.5763648712053377,0.0012753661372491036,0.21358350273103544,0.03724354114532724,0.17153271878105047,agriculture,,,0.40862655892665045,0.5913734410733495,agriculture
14,จ.พระนครศรีอยุธยา,07,อ.บางปะหัน,04,ต.เสาธง,3889.774548327164,0.6489903467559086,0.0,0.2612503501949065,0.07118993678860204,0.018569366260582802,agriculture,,,0.49485304412260056,0.5051469558773994,agriculture
14,จ.พระนครศรีอยุธยา,03,อ.นครหลวง,11,ต.สามไถ,3418.4926001630156,0.7839207544780781,0.0,0.1500351956602978,0.04326363311261466,0.022780416749009408,agriculture,,,0.6394329985756645,0.3605670014243355,agriculture
14,จ.พระนครศรีอยุธยา,09,อ.ภาชี,05,ต.ดอนหญ้านาง,11162.597119136197,0.719194168043222,0.0,0.20774026076478697,0.030887071136743223,0.04217850005524786,agriculture,,,0.5631293043203207,0.4368706956796793,agriculture
14,จ.พระนครศรีอยุธยา,09,อ.ภาชี,06,ต.ไผ่ล้อม,11752.585297148964,0.8049717839709521,0.0,0.1353429762355039,0.03133339018605772,0.02835184960748618,agriculture,,,0.6680829029223786,0.3319170970776214,agriculture
14,จ.พระนครศรีอยุธยา,07,อ.บางปะหัน,09,ต.ตานิม,3441.1110052729978,0.5270630308858021,0.0,0.30546349331263783,0.07450449071347716,0.09296898508808286,agriculture,,,0.3852975355980706,0.6147024644019294,agriculture
14,จ.พระนครศรีอยุธยา,07,อ.บางปะหัน,10,ต.ทับน้ำ,5274.943393309047,0.8331685691906389,0.0,0.10501287100969726,0.04408080043053972,0.01773775936912423,agriculture,,,0.7074553128389097,0.2925446871610903,agriculture
14,จ.พระนครศรีอยุธยา,08,อ.ผักไห่,15,ต.หน้าโคก,5267.366151957856,0.8698129922908844,0.0,0.10447843360282684,0.0219943660096713,0.0037142080966175045,agriculture,,,0.7679879321240748,0.2320120678759252,agriculture
14,จ.พระนครศรีอยุธยา,08,อ.ผักไห่,08,ต.นาคู,15461.07564041549,0.9050418129634501,0.0,0.05422697917974429,0.015370585229463952,0.0253606226273416,agriculture,,,0.8229206645534717,0.17707933544652832,agriculture
14,จ.พระนครศรีอยุธยา,08,อ.ผักไห่,13,ต.หนองน้ำใหญ่,11580.680569924669,0.5791821484308811,0.0,0.11289877934764174,0.027040726045506357,0.28087834617597074,agriculture,,,0.4278219416548153,0.5721780583451848,agriculture
